,"﻿""sno""",sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act
0,500201001,YouBike2.0_下庄市場,16,1,八里區,20231118113914,25.14678,121.3999,舊城路21號(前),Bali Dist,YouBike2.0_Shia Juang Market,"No.21, Jiucheng Rd., Bali Dist",15,1
1,500201002,YouBike2.0_八里行政中心,16,2,八里區,20231118113914,25.15397,121.40721,十三行路(靠中山路二段路口西南側人行道),Bali Dist,YouBike2.0_Bali District Center,Shisanhang Rd. & Zhongshan Rd. Intersection (Southwest),14,1
2,500201003,YouBike2.0_八里中庄市場綜合大樓,28,1,八里區,20231118113914,25.15993,121.41407,中山路一段268巷2號(對面汽車停車場),Bali Dist,YouBike2.0_Bali Chung Chuang Market Multi-Purpose Building,"No. 2, Ln. 268, Sec. 1, Zhongshan Rd., Bali Dist.",27,1
3,500201004,YouBike2.0_大崁國小,16,1,八里區,20231118113914,25.16064,121.41938,忠八街2號(前),Bali Dist,YouBike2.0_DaKan Elementary School,"No. 2, Zhong 8th St., Bali Dist.",15,1
4,500201005,YouBike2.0_龍米停車場,32,4,八里區,20231118113914,25.15678,121.43604,龍米路二段150號(旁),Bali Dist,YouBike2.0_Longmi Parking Lot,"No. 150, Sec. 2, Longmi Rd.",28,1
5,500201006,YouBike2.0_龍形停車場,20,5,八里區,20231118113914,25.13041,121.4513,龍米路一段318號(對面停車場),Bali Dist,YouBike2.0_Long Xing Parking Tower,"No. 318, Sec 1, Longmi Rd.(Opposite)",15,1
6,500201007,YouBike2.0_十三行博物館,32,10,八里區,20231118113914,25.157,121.406,博物館路183號(對面),Bali Dist,YouBike2.0_Shihsanhang Museum of Archaeology,"No. 183, Museum Rd., Bali Dist.(opposite)",22,1
7,500201008,YouBike2.0_八里區民活動中心,14,14,八里區,20231118113914,25.14933,121.40126,中山路二段356巷12號(旁),Bali Dist,YouBike2.0_Bali Activity Center,"No. 12, Ln. 356, Sec. 2, Zhongshan Rd.",0,1
8,500201009,YouBike2.0_挖仔尾自然生態保留區,15,0,八里區,20231118113914,25.16419,121.41586,博物館路/挖仔尾街口(西側),Bali Dist,YouBike2.0_Waziwei Ecological Reserves,Museum Rd. & Waziwei St. Intersection(West),15,1
9,500201010,YouBike2.0_文昌公園,15,5,八里區,20231118113914,25.15709,121.41033,中山路二段/文昌路(東側),Bali Dist,YouBike2.0_Wenchang Park,"Sec. 2, Zhongshan Rd. & Wenchang Rd.(East)",10,1
10,500201011,YouBike2.0_八里國小,15,3,八里區,20231118113914,25.14896,121.4026,中山路二段251號(對面),Bali Dist,YouBike2.0_Bali Elementary School,"No. 251, Sec. 2, Zhongshan Rd.(Opposite)",12,1
11,500201012,YouBike2.0_八里文化公園(棒球場),30,1,八里區,20231118113914,25.16359,121.41251,忠孝路與挖仔街口(棒球場公園入口),Bali Dist,YouBike2.0_Bali Wenhua Park,Zhongxiao & Waziwei street entrance (baseball park),29,1
12,500201013,YouBike2.0_水興公,15,2,八里區,20231118113914,25.16208,121.42509,觀海大道/忠四街(北側),Bali Dist,YouBike2.0_Shuixinggong,Guanhai Blvd. & Zhong 4th St. (North west),13,1
13,500201014,YouBike2.0_片仔溝公園,20,4,八里區,20231118113914,25.15020,121.40581,中華路二段210號旁,Bali Dist,YouBike2.0_Pianzaigou Park,"No. 210, Sec. 2, Zhonghua Rd. (Side)",16,1
14,500201015,YouBike2.0_八里福朋喜來登酒店,18,1,八里區,20231118113914,25.15922,121.42945,觀海大道8號,Bali Dist,YouBike2.0_Four Points by Sheraton Taipei Bali,"No. 8, Guanhai Blvd.",17,1
15,500201016,YouBike2.0_訊塘社區公園,13,2,八里區,20231118113914,25.14550,121.39609,商港路/中山路二段口(東北側),Bali Dist,YouBike2.0_Xuntang Community Park,"Shanggang Rd. & Sec. 2, Zhongshan Rd. (Northeast)",9,1
16,500201017,YouBike2.0_商港公園(商港八商港一路口),15,7,八里區,20231118113914,25.15039,121.40026,商港八路/商港一路口,Bali Dist,YouBike2.0_Bali ShangGang Park (Shanggang 8th Rd. Intersection),Shanggang 8th Rd. & Shanggang 1st Rd. Intersection,8,1
17,500201018,YouBike2.0_商港公園(商港七商港一路口),15,1,八里區,20231118113914,25.14916,121.39841,商港七路/商港一路口,Bali Dist,YouBike2.0_Bali ShangGang Park (Shanggang 7th Rd. Intersection),Shanggang 7th Rd. & Shanggang 1st Rd. Intersection,14,1
18,500202001,YouBike2.0_淺水灣,48,10,三芝區,20231118113914,25.25232,121.47131,北勢子42-11號西側,Sanzhi Dist,YouBike2.0_Qianshui Bay,"No. 42-11, Beishizi, Sanzhi Dist.(opposite)",38,1
19,500202002,YouBike2.0_三芝國中,14,6,三芝區,20231118113914,25.25898,121.50182,淡金路一段38號,Sanzhi Dist,YouBike2.0_Sanzhi Junior High School,"No. 38, Sec. 1, Danjin Rd.",8,1
20,500202003,YouBike2.0_櫻花水車公園,15,0,三芝區,20231118113914,25.25119,121.50125,埔頭里埔頭11-5號南側,Sanzhi Dist,YouBike2.0_Yinghua Park,"No. 11-5, Putou, Putou Village(South)",15,1
21,500202004,YouBike2.0_三芝兒一公園,15,0,三芝區,20231118113914,25.25719,121.4994,長安街79號西側,Sanzhi Dist,YouBike2.0_Sanzhi Children Park (No.1),"No. 79, Chang'an St.(West)",15,1
22,500203001,YouBike2.0_重新重安街口,23,13,三重區,20231118113914,25.05844,121.48975,重安街1號(旁),Sanchong Dist,YouBike2.0_Chongxin Rd. & Zhongan St. Intersection,"No. 1, Zhongan St.",10,1
23,500203002,YouBike2.0_三重高中,36,0,三重區,20231118113914,25.05478,121.49171,集美街225號(對面),Sanchong Dist,YouBike2.0_Sanchong High School,"No. 225, Jimei St.(opposite)",36,1
24,500203003,YouBike2.0_三重國民運動中心,64,28,三重區,20231118113914,25.05439,121.48849,集美街55號(對面),Sanchong Dist,YouBike2.0_Sanchong Civil Sports Center,"No. 55, Jimei St.(opposite)",36,1
25,500203004,YouBike2.0_捷運三重站(1號出口),36,12,三重區,20231118113914,25.05464,121.48322,捷運路36號(旁),Sanchong Dist,YouBike2.0_MRT Sanchong Sta. (Exit 1),"No. 36, Jieyun Rd.",23,1
26,500203005,YouBike2.0_中興橋(環河南路254巷口),21,2,三重區,20231118113914,25.05052,121.49138,環河南路253號(對面),Sanchong Dist,"YouBike2.0_Zhongxing Bridge (Ln. 254, Huanhe S. Rd.)","No. 253, Huanhe S. Rd.(opposite)",19,1
27,500203006,YouBike2.0_疏洪東竹圍仔街口,16,6,三重區,20231118113914,25.04861,121.4864,疏洪東路一段38號(前),Sanchong Dist,YouBike2.0_Shuhong E. Rd. & Zhuweizi St. Intersection,"No. 38, Sec. 1, Shuhong E. Rd.",10,1
28,500203007,YouBike2.0_環河福德南路口,23,10,三重區,20231118113914,25.06029,121.50217,福德南路71號(對面),Sanchong Dist,YouBike2.0_Huanhe Rd. & Fude Rd. Intersection,"No. 71, Fude S. Rd.(opposite)",13,1
29,500203008,YouBike2.0_光興國小,24,17,三重區,20231118113914,25.06027,121.49978,光興街23號(對面),Sanchong Dist,YouBike2.0_Guangxing Elementary School,"No. 23, Guangxing st.(opposite)",6,1
30,500203009,YouBike2.0_三光國小(金滿意),33,14,三重區,20231118113914,25.05596,121.49687,大同南路157號(前),Sanchong Dist,YouBike2.0_Sanguang Elementary School (Jin manyì),"No. 157, Datong S. Rd.",18,1
31,500203010,YouBike2.0_聯邦公園,49,11,三重區,20231118113914,25.06445,121.48371,三民路/中華路口(東南側),Sanchong Dist,YouBike2.0_Lianbang Park,Sanmin Rd. & Zhonghua Rd. Intersection (Southeast),38,1
32,500203011,YouBike2.0_興華公園,21,5,三重區,20231118113914,25.06013,121.4831,中華路5號(前),Sanchong Dist,YouBike2.0_Xinghua Park,"No. 5, Zhonghua Rd.",16,1
33,500203012,YouBike2.0_文中小停車場,39,18,三重區,20231118113914,25.05899,121.48255,名源街54號(對面),Sanchong Dist,YouBike2.0_Wenzhongxiao Parking Lot,"No. 54, Mingyuan St.",21,1
34,500203013,YouBike2.0_三重行政中心,32,4,三重區,20231118113914,25.06057,121.48823,新北大道一段5巷2弄/過圳街31巷(西南側),Sanchong Dist,YouBike2.0_Sanchong District Admin. Center,"Aly. 2, Ln. 5, Sec. 1, New Taipei Blvd. & Ln. 31, Guozhen St. Intersection (Southwest)",28,1
35,500203014,YouBike2.0_捷運菜寮站(3號出口),33,18,三重區,20231118113914,25.06047,121.4922,重新路三段67號(旁),Sanchong Dist,YouBike2.0_MRT Cailiao Sta. (Exit 3),"No. 67, Sec. 3, Chongxin Rd.",15,1
36,500203015,YouBike2.0_三重綜合體育館,47,12,三重區,20231118113914,25.06145,121.49193,中正北路/中正北路25巷(南側),Sanchong Dist,YouBike2.0_Sanchong Sports Center,"Zhongzheng N. Rd. & Ln. 25, Zhongzheng N. Rd. (South)",35,1
37,500203016,YouBike2.0_三重商工(後竹圍街),20,4,三重區,20231118113914,25.07031,121.47976,中正北路165巷53號(後竹圍街路側停車格),Sanchong Dist,YouBike2.0_SanChung Commercial and Indus (Houzhuwei St.),"No. 53, Ln. 165, Zhongzheng N. Rd. (Houzhuwei St.)",16,1
38,500203017,YouBike2.0_力行大勇街口,28,4,三重區,20231118113914,25.07193,121.48151,力行路一段188巷/國道路一段70巷(東南側),Sanchong Dist,YouBike2.0_Lixing & Tayung Intersection,"Ln. 188, Sec. 1, Lixing Rd./Ln. 70, Sec. 1, Guodao Rd. Intersection",24,1
39,500203018,YouBike2.0_後竹圍市民活動中心,34,5,三重區,20231118113914,25.07246,121.48576,後竹圍街175巷22號(對面),Sanchong Dist,YouBike2.0_Houzhuwei Civil Activity Center,"No. 22, Ln. 175, Houzhuwei St., Sanchong Dist.(opposite)",29,1
40,500203019,YouBike2.0_和平公園,12,1,三重區,20231118113914,25.07088,121.48571,忠孝路二段2-1號(旁),Sanchong Dist,YouBike2.0_Helping Park,"No.2, Sec. 2, Zhongxiao Rd.",11,1
41,500203020,YouBike2.0_六合公園,37,15,三重區,20231118113914,25.0695,121.48759,自強路二段74巷91號(對面),Sanchong Dist,YouBike2.0_Liuhe Park,"No.91, Ln. 74, Sec. 2, Ziqiang Rd. (opposite)",21,1
42,500203021,YouBike2.0_三張公園,38,8,三重區,20231118113914,25.07051,121.49094,自強路二段47巷57號(對面),Sanchong Dist,YouBike2.0_Sanzhang Park,"No. 57, Ln. 47, Sec. 2, Ziqiang Rd. (opposite)",30,1
43,500203022,YouBike2.0_厚德公園,36,6,三重區,20231118113914,25.07199,121.4912,忠孝路一段37號(前),Sanchong Dist,YouBike2.0_Houde Park,"No.37, Sec. 1, Zhongxiao Rd.",30,1
44,500203023,YouBike2.0_修德國小,28,14,三重區,20231118113914,25.0653,121.49045,重陽路三段3號(民生街側),Sanchong Dist,YouBike2.0_Sioude Elementary School,"No. 3, Sec. 3, Chongxin Rd.",13,1
45,500203024,YouBike2.0_明志國中,52,5,三重區,20231118113914,25.06340,121.48898,中正北路107號(旁),Sanchong Dist,YouBike2.0_Mingzhi Junior High School,"No.107, Zhongzheng S. Rd.",47,1
46,500203025,YouBike2.0_龍門龍濱路口,26,10,三重區,20231118113914,25.07348,121.50098,龍濱路196號(對面),Sanchong Dist,YouBike2.0_Longmen & Longbin Intersection,"No.196, Longmen Rd. (Oppsite)",16,1
47,500203026,YouBike2.0_三德公園,33,6,三重區,20231118113914,25.07521510241447,121.5011703780708,龍門路274巷35號(對面),Sanchong Dist,YouBike2.0_Sante Park,"No.35, Ln. 274, Longmen Rd. (opposite)",27,1
48,500203027,YouBike2.0_開元市民活動中心,32,0,三重區,20231118113914,25.06607,121.50356,開元街58號/長元街65巷16弄對面,Sanchong Dist,YouBike2.0_Kaiyuan Civic Activity Center,"No.58, Kaiyuan St./Aly. 16, Ln. 65, Changyuan St. (opposite)",32,1
49,500203028,YouBike2.0_信義公園,16,11,三重區,20231118113914,25.0648,121.49875,信義西街18號對面人行道,Sanchong Dist,YouBike2.0_Xinyi Park,"No.18, Xinyi W. St. (opposite)",5,1
50,500203029,YouBike2.0_集成成功路口,19,2,三重區,20231118113914,25.05154,121.48821,集成路2號至8號前人行道,Sanchong Dist,YouBike2.0_Ji Cheng Cheng Gong Intersection,"No.2 to No.8, Jicheng Rd.",17,1
51,500203030,YouBike2.0_翔譽雙子星,28,7,三重區,20231118113914,25.05364,121.49292,三重區中正南路251號(右側人行道),Sanchong Dist,YouBike2.0_Xiang Yu Twin Towers,"No.251, Zhongzheng S. Rd., Sanchong Dist",21,1
52,500203031,YouBike2.0_穀保家商,28,20,三重區,20231118113914,25.0681,121.47103,疏洪東路三段/中正北路560巷口,Sanchong Dist,YouBike2.0_Ku Pao Home Economics & Commercial High School,"Sec. 4,Shuhong WRd., Sanchong Dist./Ln. 560, Zhongzheng N. Rd.",8,1
53,500203032,YouBike2.0_正義公園,42,0,三重區,20231118113914,25.06855,121.49782,文化北路101號至119號對面,Sanchong Dist,YouBike2.0_Zhengyi Park,"No.101 to No. 119, Wenhua N. Rd. (opposite)",42,0
54,500203033,YouBike2.0_大智公園,16,9,三重區,20231118113914,25.06361,121.49445,大同北路56號(對面),Sanchong Dist,YouBike2.0_Dazhi Park,"No.56, Datong N. Rd., Sanchong Dist.",7,1
55,500203034,YouBike2.0_捷運三重國小站,38,20,三重區,20231118113914,25.07042,121.49713,仁愛街/三和路3段11巷,Sanchong Dist,YouBike2.0_MRT Sanchong Elementary School Sta.,"Ren’ai St./Ln. 11, Sec. 3, Sanhe Rd.",10,1
56,500203035,YouBike2.0_碧華公園,24,0,三重區,20231118113914,25.08374,121.48749,溪尾街303號(對面公園),Sanchong Dist,YouBike2.0_Bihua Park,"No.303, Xiwei St. (opposite)",24,1
57,500203036,YouBike2.0_三重永豐公園,17,3,三重區,20231118113914,25.07463,121.47816,永福街197巷6之1號,Sanchong Dist,YouBike2.0_San chong Yongfeng Park,"No.6-1, Ln. 197, Yongfu St.",14,1
58,500203037,YouBike2.0_先嗇宮,16,9,三重區,20231118113914,25.05119,121.47601,五谷王北街77號(後方停車場旁人行道),Sanchong Dist,YouBike2.0_Xianse Temple,"No.77, Wuguwang N. St.",7,1
59,500203038,YouBike2.0_中興北街42巷17弄,20,9,三重區,20231118113914,25.05006,121.46892,中興北街42巷17弄8號旁,Sanchong Dist,YouBike2.0_Zhongxing N. St. 175 Ln,"No.10, Ln. 175,Zhongxing N. St., Sanchong Dist.",11,1
60,500203039,YouBike2.0_慈愛公園,13,3,三重區,20231118113914,25.08119,121.48461,仁愛街584號旁公園人行道,Sanchong Dist,YouBike2.0_Ci'ai Park,"No. 584, Ren’ai St., Sanchong Dist",10,1
61,500203040,YouBike2.0_進安公園,20,15,三重區,20231118113914,25.08603,121.49377,仁義街258號至290號,Sanchong Dist,YouBike2.0_Jinan Park,"No.258 to No.290, Renyi St.",5,1
62,500203041,YouBike2.0_三重五常公園,28,20,三重區,20231118113914,25.08065,121.49615,五華街7巷59號(旁),Sanchong Dist,YouBike2.0_Sanchong Wuchang Park,"Ln. 7, Wuhua St., Sanchong Dist",8,1
63,500203042,YouBike2.0_五福里(五華街),52,0,三重區,20231118113914,25.08173,121.4939,五華街66號(對面),Sanchong Dist,YouBike2.0_Wufu Village (Wuhua St.),"No.64, Wuhua St. (opposite)",52,0
64,500203043,YouBike2.0_碧華公園(集勇街),32,14,三重區,20231118113914,25.08415,121.48554,仁安街2號(對面),Sanchong Dist,YouBike2.0_Bihua Park(Jiyong Rd.),"No.2, Ren’an St., Sanchong Dist.(opposite)",18,1
65,500203044,YouBike2.0_新北高中,62,0,三重區,20231118113914,25.08723,121.48953,三信路1號(旁),Sanchong Dist,YouBike2.0_New Taipei Senior High School,"No.1, Sanxin Rd.",0,0
66,500203045,YouBike2.0_三重商工,72,14,三重區,20231118113914,25.06868,121.48071,中正北路163號(旁),Sanchong Dist,YouBike2.0_San-Chung Commercial and Industrial Vocational High School,"Ln. 163, Zhongzheng N. Rd.",58,1
67,500203046,YouBike2.0_二重國中,34,17,三重區,20231118113914,25.06596,121.48047,忠孝路三段75巷11號(對面),Sanchong Dist,YouBike2.0_Er Chung Junior High School,"No.11, Ln. 75, Sec. 3, Zhongxiao Rd.(Opposite)",17,1
68,500203047,YouBike2.0_自強溪尾街口,28,4,三重區,20231118113914,25.07822,121.49016,自強路四段55號(旁),Sanchong Dist,YouBike2.0_Ziqiang & Xiwei Intersection,"No.55, Sec. 4, Ziqiang Rd.",24,1
69,500203048,YouBike2.0_捷運三和國中站(1號出口),57,27,三重區,20231118113914,25.07588,121.4878,三和路四段216號(旁),Sanchong Dist,YouBike2.0_MRT Sanhe Junior High School Sta.,"No. 216, Sec. 4, Sanhe Rd.",30,1
70,500203049,YouBike2.0_永盛公園,23,0,三重區,20231118113914,25.07613,121.4843,車路頭街/車路頭街139巷(東南側),Sanchong Dist,YouBike2.0_YongSheng Park,"Ln. 139, Chelutou St.& Chelutou St. (Southeast)",23,1
71,500203050,YouBike2.0_捷運先嗇宮站(2號出口),38,9,三重區,20231118113914,25.04607,121.47099,重新路五段555號(對面),Sanchong Dist,YouBike2.0_MRT Xianse Temple Sta.(Exit.2),"No.555, Sec. 5, Chongxin Rd.(Opposite)",29,1
72,500203051,YouBike2.0_藍天大樓,20,12,三重區,20231118113914,25.0531,121.47017,興德路129號(前),Sanchong Dist,YouBike2.0_Lantian Building,"No.129, Xingde Rd., Sanchong Dist.",7,1
73,500203052,YouBike2.0_中興北街175巷口,31,3,三重區,20231118113914,25.05597,121.47133,中興北街175巷8號(對面),Sanchong Dist,YouBike2.0_Zhongxing N. St. 175 Ln,"No.8, Ln. 175,Zhongxing N. St., Sanchong Dist.(oppsite)",28,1
74,500203053,YouBike2.0_同安公園,33,23,三重區,20231118113914,25.05732,121.49907,正義南路165號(對面),Sanchong Dist,YouBike2.0_Tong An Park,"No.165, Zhengyi S. Rd. (Opposite)",10,1
75,500203054,YouBike2.0_東海高中,26,14,三重區,20231118113914,25.06484,121.47942,忠孝路三段89號(旁),Sanchong Dist,YouBike2.0_Tung Hai Senior High School,"No. 89, Sec. 3, Zhongxiao Rd., Sanchong Dist.",12,1
76,500203055,YouBike2.0_二重國小,38,1,三重區,20231118113914,25.06598,121.47766,頂崁街/忠孝路三段96巷(東北側),Sanchong Dist,YouBike2.0_Er Chong Elementary School,"Ln.96, Sec.3, Zhongxiao Rd.& Dingkan St. (Northeast)",36,1
77,500203056,YouBike2.0_新北市立圖書館三重分館,47,2,三重區,20231118113914,25.0661,121.49553,自強路一段158號(旁),Sanchong Dist,YouBike2.0_New Taipei City Library Sanchong Branch,"No.158, Sec. 1, Ziqiang Rd.",45,1
78,500203057,YouBike2.0_龍門公園,43,14,三重區,20231118113914,25.07482,121.49848,公園街45號(對面),Sanchong Dist,YouBike2.0_Longmen Park,"No.45, Gongyuan St.(Opposite)",29,1
79,500203058,YouBike2.0_永福國小,26,15,三重區,20231118113914,25.07771,121.48032,永福街79號(對面),Sanchong Dist,YouBike2.0_Yong Fu Elementary School,"No.79, Yongfu St.(Opposite)",11,1
80,500203059,YouBike2.0_太陽公園,25,10,三重區,20231118113914,25.08645,121.4856,集英路67號(對面),Sanchong Dist,YouBike2.0_Taiyang Park,"No.67, Jiying Rd.(Opposite)",15,1
81,500203060,YouBike2.0_捷運三重站(3號出口),19,7,三重區,20231118113914,25.05588,121.48474,捷運路/捷運路37巷,Sanchong Dist,YouBike2.0_MRT Sanchong Sta. (Exit 3),"Jieyun Rd./Ln. 37, Jieyun Rd.",12,1
82,500203061,YouBike2.0_仁愛街112巷,22,4,三重區,20231118113914,25.07486,121.49488,仁愛街112巷7號(對面),Sanchong Dist,"YouBike2.0_Ln. 112, Renhua St.","No. 7, Ln. 112, Ren’ai St., Sanchong Dist.",18,1
83,500203062,YouBike2.0_頂崁公園,14,10,三重區,20231118113914,25.05493,121.4756,頂文一街頂文二街口(東南側公園人行道),Sanchong Dist,YouBike2.0_Dingkan Park,Dingwen 1st & Dingwen 2nd St. Intersection,4,1
84,500203063,YouBike2.0_重陽國小,19,1,三重區,20231118113914,25.06625,121.48434,力行路一段38巷6號(對面),Sanchong Dist,YouBike2.0_Chong Yang Elementary School,"Zhongzheng N. Rd./Ln. 175, Sanmin St.",18,1
85,500203064,YouBike2.0_力行地下停車場,20,13,三重區,20231118113914,25.07787,121.48287,永福街10巷8號(旁),Sanchong Dist,YouBike2.0_li xing Underground Parking Lot,"No. 8, Lane 10, Yongfu St.",7,1
86,500203065,YouBike2.0_三重親水公園,18,7,三重區,20231118113914,25.09114,121.49039,環河北路三段/吉祥街(東南側),Sanchong Dist,YouBike2.0_Triple hydrophilic Park,"Section 3, Huanhe North Rd. & Jixiang St. (Southeast)",11,1
87,500203066,YouBike2.0_中正北路193巷(愛買三重店),32,8,三重區,20231118113914,25.07136,121.47599,中正北路193巷45號,Sanchong Dist,"YouBike2.0_Lane 193, Zhongzheng North Rd. (a.mart Sanchong)","No. 45, Lane 193, Zhongzheng North Rd.",24,1
88,500203067,YouBike2.0_三重商工地下停車場,21,1,三重區,20231118113914,25.06966,121.48352,力行路一段183號(對面),Sanchong Dist,YouBike2.0_San-Chung Commercial and Industrial Vocational High School basement parking,"No. 183, Sec. 1, Lixing Rd. (Opposite)",20,1
89,500203068,YouBike2.0_三重棒球場,25,8,三重區,20231118113914,25.0613,121.4815,新北大道一段157號(對面),Sanchong Dist,YouBike2.0_Sanchong Baseball Court,"No. 157, New Taipei Blvd.(Opposite)",17,1
90,500203069,YouBike2.0_溪尾街196巷/仁美街口,18,6,三重區,20231118113914,25.0802,121.48587,溪尾街196巷38號(旁),Sanchong Dist,"YouBike2.0_Ln. 196, Xiwei St. & Renmei St. Intersection","No. 38, Ln. 196, Xiwei St.",12,1
91,500203070,YouBike2.0_六張公園,38,2,三重區,20231118113914,25.06966,121.49405,民生東街/安慶街149巷(西北側),Sanchong Dist,YouBike2.0_Liuzhang Park,"No.21, Ln. 149, Anqing St.(oppsite)",36,1
92,500203071,YouBike2.0_自然公園,18,4,三重區,20231118113914,25.08984,121.48799,集賢路158號(旁),Sanchong Dist,YouBike2.0_Natural Park,Ruyi St./Jixian Rd.,14,1
93,500203072,YouBike2.0_仁美街/三和路四段145巷口,12,0,三重區,20231118113914,25.07872,121.48636,三和路四段145巷81號,Sanchong Dist,"YouBike2.0_Renmei St. & Ln. 145, Sec. 4, Sanhe Rd. Intersection","No. 81, Ln. 145, Sec. 4, Sanhe Rd.",12,1
94,500203073,YouBike2.0_光明市場,22,14,三重區,20231118113914,25.05734,121.49181,光明路67-1號南側,Sanchong Dist,YouBike2.0_Guangming Market,"No. 67-1, Guangming Rd.(South)",8,1
95,500203074,YouBike2.0_元富一街/仁義街79巷口,15,4,三重區,20231118113914,25.08006,121.49955,元富一街/仁義街79巷(東側),Sanchong Dist,"YouBike2.0_Yuanfu 1st. St. & Ln. 79, Renyi St.","Yuanfu 1st. St. & Ln. 79, Renyi St.(East)",11,1
96,500203075,YouBike2.0_國隆大仁街口,17,7,三重區,20231118113914,25.06468,121.492,大仁街23號(對面),Sanchong Dist,YouBike2.0_Guolong Daren St. Intersection,"No. 23, Daren St.(Opposite)",10,1
97,500203076,YouBike2.0_三和慈愛街口,11,0,三重區,20231118113914,25.07814,121.48417,三和路四段141號(前),Sanchong Dist,YouBike2.0_Sanhe Ci'ai St. Intersection,"No. 141, Sec. 4, Sanhe Rd.",11,1
98,500203077,YouBike2.0_三重社會福利服務中心,11,0,三重區,20231118113914,25.07781,121.49128,福隆路59號(對面),Sanchong Dist,YouBike2.0_Sanchong Social Welfare Center,"No. 59, Fulong Rd.(Opposite)",11,1
99,500203078,YouBike2.0_捷運三和國中站(2號出口),17,5,三重區,20231118113914,25.07703,121.48635,三和路四段109-1號(對面),Sanchong Dist,YouBike2.0_MRT Sanhe Junior High School Sta.(Exit 2),"No. 109-1, Sec. 4, Sanhe Rd.(Opposite)",7,1
100,500203079,YouBike2.0_三和龍門路口,18,12,三重區,20231118113914,25.0718,121.4949,三和路三段61號(前),Sanchong Dist,YouBike2.0_Sanhe Longmen Rd. Intersection,"No. 61, Sec. 3, Sanhe Rd.",6,1
101,500203080,YouBike2.0_元信二仁愛街口,20,2,三重區,20231118113914,25.07709,121.49417,仁愛街190號(對面),Sanchong Dist,YouBike2.0_Yuanxin 2nd & Ren'ai St. Intersection,"No. 190, Ren'ai St.(Opposite)",18,1
102,500203081,YouBike2.0_力行路二段91巷口,13,0,三重區,20231118113914,25.07583,121.48255,力行路二段93號(前),Sanchong Dist,"YouBike2.0_Ln. 91, Sec. 2, Lixing Rd. Intersection","No. 93, Sec. 2, Lixing Rd.",13,1
103,500203082,YouBike2.0_永福國小(永福街72巷),22,16,三重區,20231118113914,25.07657,121.47985,永福街72巷23號(對面),Sanchong Dist,"YouBike2.0_Yongfu Elementary School(Ln. 72, Yongfu St.)","No. 23, Ln. 72, Yongfu St.(Opposite)",6,1
104,500203083,YouBike2.0_格致中學,24,3,三重區,20231118113914,25.07403,121.48907,大智街260號(前),Sanchong Dist,YouBike2.0_Ger-jyh Senior High School,"No. 260, Dazhi St.",21,1
105,500203084,YouBike2.0_三重派出所,15,1,三重區,20231118113914,25.06395,121.5023,重新路一段43號(旁),Sanchong Dist,YouBike2.0_Sanchong Police Substation,"No. 43, Sec. 1, Chongxin Rd.",14,1
106,500203085,YouBike2.0_重陽橋市民活動中心,15,7,三重區,20231118113914,25.08634,121.49602,環河北路三段/集賢路(西北側),Sanchong Dist,YouBike2.0_Chongyang Bridge Civil Activity Center,"Sec. 3, Huanhe N. Rd. &Jixian Rd.(Northwest)",8,1
107,500203086,YouBike2.0_二重埔市民活動中心,20,13,三重區,20231118113914,25.06675,121.47557,大有街12-1號旁,Sanchong Dist,YouBike2.0_Erchongpu Civil Activity Center,"No. 12-1, Dayou St.",7,1
108,500203087,YouBike2.0_神農街/光復路二段129巷口,14,5,三重區,20231118113914,25.05899,121.47409,光復路二段87巷10-12號(旁),Sanchong Dist,"YouBike2.0_Shennong St. & Ln. 129, Sec. 2, Guangfu Rd. Intersection","No. 10-12, Ln. 87, Sec. 2, Guangfu Rd., Sanchong Dist.(side)",9,1
109,500203088,YouBike2.0_光榮國中(秀江街),20,3,三重區,20231118113914,25.07221,121.49994,秀江街107號(對面),Sanchong Dist,YouBike2.0_Guangrong Junior High School(Xiujiang St.),"No. 107, Xiujiang St., Sanchong Dist.(opposite)",17,1
110,500203089,YouBike2.0_神農興德路口(恆美社區),40,29,三重區,20231118113914,25.05333,121.47427,神農路/興德路(東南側),Sanchong Dist,YouBike2.0_Shennong St. & Xingde Rd. Intersection,Shennong Rd. & Xingde Rd. Intersection(Southeast),11,1
111,500203090,YouBike2.0_正義國小地下停車場,13,3,三重區,20231118113914,25.06492,121.49491,大智街22號(對面),Sanchong Dist,"YouBike2.0_No. 22, Dazhi St.(Opposite)","No. 22, Dazhi St.(Opposite)",10,1
112,500203091,YouBike2.0_群光公園,15,10,三重區,20231118113914,25.05604,121.47404,頂文路/神農街(西北側),Sanchong Dist,YouBike2.0_Qunguang Park,Dingwen Rd. & Shennong St. Intersection(Northwest),5,1
113,500203092,YouBike2.0_仁信段平面停車場,12,5,三重區,20231118113914,25.07914,121.49629,元信二街/元信二街202巷(東南側),Sanchong Dist,YouBike2.0_Renxin Parking Lot,"Yuanxin 2nd St. & Ln. 202, Yuanxin 2nd St. Intersection(Southeast)",7,1
114,500203093,YouBike2.0_中正北路25巷(交響院社區),40,8,三重區,20231118113914,25.06318,121.49185,中正北路29號,Sanchong Dist,"YouBike2.0_Ln.25, Zhongzheng Rd.","No. 29, Zhongzheng N. Rd.",32,1
