,"﻿""sno""",sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act
957,500227103,YouBike2.0_安興祥和路口,15,6,新店區,20231118113914,24.97666,121.51546,安興路/祥和路(東南側),Xindian Dist,YouBike2.0_Anxing & Xianghe Intersection,Anxing Rd. & Xianghe Rd. Intersection(Southeast),9,1
958,500227104,YouBike2.0_綠湖公園地下停車場,27,17,新店區,20231118113914,24.97956,121.54613,寶中路/品牌路口(東南側),Xindian Dist,YouBike2.0_Liuhu Park Underground Parking Lot,Baozhong Rd. /Pinpai Rd. (Southeast),10,1
959,500227106,YouBike2.0_中正路399巷口,12,4,新店區,20231118113914,24.97710,121.53455,中正路389號(前),Xindian Dist,"YouBike2.0_Ln.399, Zhongzheng Rd.","No.389, Zhongzheng Rd. (front)",8,1
960,500227107,YouBike2.0_永平休閒廣場,15,5,新店區,20231118113914,24.98432,121.51610,永平街53巷2號(前),Xindian Dist,YouBike2.0_Yongpin Leisure Square,"No. 2, Ln. 53, Yongping St. (Front)",10,1
961,500227109,YouBike2.0_胡璉故居紀念館,10,3,新店區,20231118113914,24.96171,121.52763,莒光路12號(前),Xindian Dist,YouBike2.0_Hu Lien Former Residence Memorial,"No. 12, Juguang Rd. (Front)",7,1
962,500227110,YouBike2.0_十四張啓文路口,15,8,新店區,20231118113914,24.98055,121.52978,十四張路/啓文路口(西南側),Xindian Dist,YouBike2.0_Shisizhang Rd. & Qiwen Rd. Intersection,Shisizhang Rd. & Qiwen Rd. (Southwest),7,1
963,500227113,YouBike2.0_新北捷運環狀線南機廠,21,5,新店區,20231118113914,24.98343,121.52891,民權路280號(旁),Xindian Dist,YouBike2.0_NTM Circular Line South Depot,"No. 280, Minquan Rd. (Side)",16,1
964,500227114,YouBike2.0_明德路65巷口,15,1,新店區,20231118113914,24.97670,121.54145,明德路65巷口,Xindian Dist,"YouBike2.0_Ln. 65, Mingde Rd. Intersection","Ln. 65, Mingde Rd. Intersection",14,1
965,500229001,YouBike2.0_捷運幸福站,50,28,新莊區,20231118113914,25.04988,121.46018,思源路292號(捷運1號出口前),Xinzhuang Dist,YouBike2.0_MRT Xingfu Station,"No. 292, Siyuan Rd., Xinzhuang Dist.",22,1
966,500229002,YouBike2.0_新莊棒球場,76,25,新莊區,20231118113914,25.04138,121.44609,和興街71號(對面),Xinzhuang Dist,YouBike2.0_Xinzhuang Baseball Court,"No.40, Gongyuan Rd., Xinzhuang Dist.(opposite)",51,1
967,500229003,YouBike2.0_新莊國民運動中心,41,26,新莊區,20231118113914,25.03932,121.44898,公園路40號(對面),Xinzhuang Dist,YouBike2.0_Xinzhuang Civil Sports Center,"No.40, Gongyuan Rd., Xinzhuang Dist.(opposite)",15,1
968,500229004,YouBike2.0_新莊體育館,27,3,新莊區,20231118113914,25.04078,121.45255,中華路一段118號(對面),Xinzhuang Dist,YouBike2.0_Xinzhuang Gymnasium,"No. 118, Sec. 1, Zhonghua Rd.(oppsite)",24,1
969,500229005,YouBike2.0_中華里(中華路二段),44,7,新莊區,20231118113914,25.04619,121.45367,中華路二段/中華路二段45巷口(東北側),Xinzhuang Dist,YouBike2.0_Zhonghua Village (Zhonghua Rd. Sec. 2 ),"Sec. 2, Zhonghua Rd. & Ln. 45, Sec. 2, Zhonghua Rd. Intersection(Northeast)",37,1
970,500229006,YouBike2.0_中華自治街口,26,14,新莊區,20231118113914,25.04775,121.45330,中華路一段118號(對面),Xinzhuang Dist,YouBike2.0_Xinzhuang Gymnasium,"No. 118, Sec. 1, Zhonghua Rd.(oppsite)",12,1
971,500229007,YouBike2.0_中港國小,38,11,新莊區,20231118113914,25.04563,121.44783,中和街/中港一街口(西北側),Xinzhuang Dist,YouBike2.0_Zhonggang Elementary School,Zhonghe St. & Zhonggang 1st. St. Intersection(Northwest),27,1
972,500229008,YouBike2.0_捷運輔大站(4號出口),42,23,新莊區,20231118113914,25.03304,121.43666,中正路/中正路508巷口(東北側),Xinzhuang Dist,YouBike2.0_MRT Fu Jen University Sta. (Exit.4),"Ln. 508, Zhongzheng Rd. & Zhongzheng Rd. Intersection (Northeast)",19,1
973,500229009,YouBike2.0_四維公園,12,5,新莊區,20231118113914,25.0213,121.42221,四維路/四維路179巷口(西側),Xinzhuang Dist,YouBike2.0_Siwei Park,"Ln.179, Siwei Rd. & Siwei Rd.(West)",7,1
974,500229010,YouBike2.0_瓊林公園,17,10,新莊區,20231118113914,25.02629,121.44244,中環路一段16號(對面陸橋下),Xinzhuang Dist,YouBike2.0_Qionglin Park,"No. 16, Sec. 1, Zhonghuan Rd.",7,1
975,500229011,YouBike2.0_宏匯廣場,35,4,新莊區,20231118113914,25.05931,121.44908,中央路558號(旁),Xinzhuang Dist,YouBike2.0_Honhui Plaza,"No.558, Zhongyang Rd. (Side)",31,1
976,500229012,YouBike2.0_捷運新莊副都心站,23,17,新莊區,20231118113914,25.05914,121.4466,新北大道四段/中信街口(西南側),Xinzhuang Dist,YouBike2.0_MRT Xinzhuang Fuduxin Sta.,"Sec. 4, New Taipei Blvd./Zhongxin St., Xinzhuang Dist.",6,1
977,500229013,YouBike2.0_行政院新莊聯合辦公大樓,46,12,新莊區,20231118113914,25.05595,121.44443,榮華路二段/中平路口(西北側),Xinzhuang Dist,"YouBike2.0_Xinzhuang Joint Office Tower, Executive Yuan","Zhongping Rd./ Sec. 2, Ronghua Rd. intersection",34,1
978,500229014,YouBike2.0_中信國小,28,1,新莊區,20231118113914,25.05572,121.44954,榮華路二段/中富街口(西北側),Xinzhuang Dist,YouBike2.0_Zhongxin Elementary School,"Sec. 2, Ronghua Rd./Zhongfu St., Xinzhuang Dist.",27,1
979,500229015,YouBike2.0_捷運新北產業園區站,59,25,新莊區,20231118113914,25.06203,121.45918,新莊區五工路55號,Xinzhuang Dist,YouBike2.0_MRT New Taipei Industrial Park Sta.,"No.55, Wugong Rd., Xinzhuang Dist.",34,1
980,500229016,YouBike2.0_新莊文化藝術中心,34,13,新莊區,20231118113914,25.04714,121.4445,中平路 133 號前,Xinzhuang Dist,YouBike2.0_Xinzhuang Culture and Arts Center,"No.133, Zhongping Rd.",21,1
981,500229017,YouBike2.0_化成公園,25,0,新莊區,20231118113914,25.04786,121.46160,思源路166巷41號(對面),Xinzhuang Dist,YouBike2.0_Huacheng Park,"No.41, Ln. 166, Siyuan Rd., Xinzhuang Dist.(Opposite)",25,1
982,500229018,YouBike2.0_頭前國中,47,13,新莊區,20231118113914,25.05444,121.45916,中原路2號前,Xinzhuang Dist,YouBike2.0_Touqian Junior High School,"No.2 , Zhongyuan Rd. (opposite)",34,1
983,500229019,YouBike2.0_福壽公園,23,10,新莊區,20231118113914,25.05151,121.45758,福壽街130號(對面),Xinzhuang Dist,YouBike2.0_Fushou Park,"No.130, Fushou St.",13,1
984,500229020,YouBike2.0_中華中原路口,59,31,新莊區,20231118113914,25.05423,121.45178,中原路/中華路二段(西南側),Xinzhuang Dist,YouBike2.0_Zhonghua & Zhongyuan Intersection,"Zhongyuan Rd./Sec. 2, Zhonghua Rd",28,1
985,500229021,YouBike2.0_中港大排願景館,35,2,新莊區,20231118113914,25.05894,121.45165,中央路295號(對面),Xinzhuang Dist,YouBike2.0_Zhonggang Vision Hall,"No.295, Zhongyang Rd., Xinzhuang Dist.(opposite)",33,1
986,500229022,YouBike2.0_捷運頭前庄站(1號出口),74,36,新莊區,20231118113914,25.03953,121.4608,思源路/中正路(北側),Xinzhuang Dist,YouBike2.0_MRT Touqianzhuang Sta.(Exit.1),Zhongzheng Rd./Siyuan Rd.(intersection),38,1
987,500229023,YouBike2.0_中平國中,27,7,新莊區,20231118113914,25.05426,121.44394,中原路636號(對面),Xinzhuang Dist,YouBike2.0_JhongPing Junior High School,"No. 636, Zhongyuan Rd., Xinzhuang Dist.",20,1
988,500229024,YouBike2.0_捷運新莊站(1號出口),46,5,新莊區,20231118113914,25.03641,121.45204,中華路一段/中正路(西北側),Xinzhuang Dist,YouBike2.0_MRT Xinzhuang Sta. (Exit 1),"Zhongzheng Rd./Sec. 1, Zhonghua Rd.",41,1
989,500229025,YouBike2.0_捷運新莊站(2號出口),32,10,新莊區,20231118113914,25.03607,121.45278,新莊路214巷/中正路口(南側),Xinzhuang Dist,YouBike2.0_MRT Xinzhuang Sta. (Exit 2),"Ln. 214, Xinzhuang Rd. & Zhongzheng Rd. Intersection(South)",22,1
990,500229026,YouBike2.0_中正仁愛街口,43,20,新莊區,20231118113914,25.03452,121.44462,中正路/仁愛街(東北側),Xinzhuang Dist,YouBike2.0_Zhongzheng Ren'ai St. Intersection,Zhongzheng Rd. & Ren'ai St. (Northeast),23,1
991,500229027,YouBike2.0_新月橋,42,14,新莊區,20231118113914,25.03208,121.44982,新泰路/瓊林路(東北側),Xinzhuang Dist,YouBike2.0_Crescent Bridge,Xintai Rd. & Qionglin Rd. (Northeast),28,1
992,500229028,YouBike2.0_新莊田徑場,24,3,新莊區,20231118113914,25.04341,121.45259,復興路一段209號(對面),Xinzhuang Dist,YouBike2.0_Xinzhuang Stadium,"No.209, Sec. 1, Fuxing Rd., Xinzhuang Dist.(opposite)",21,1
993,500229029,YouBike2.0_豐年國小,24,2,新莊區,20231118113914,25.0307,121.44324,瓊泰路161號對面人行道,Xinzhuang Dist,YouBike2.0_Feng-Nian Elementary School,"No.161, Qiongtai Rd. (opposite)",22,1
994,500229030,YouBike2.0_後港公園,30,2,新莊區,20231118113914,25.02536,121.42835,建安街/建安街57巷,Xinzhuang Dist,YouBike2.0_Hougang Park,"Ln. 57, Jian’an St./Jian’an St.",28,1
995,500229031,YouBike2.0_福營行政中心,23,10,新莊區,20231118113914,25.02413,121.42387,四維路17號-20號,Xinzhuang Dist,YouBike2.0_Fuying Administration Center,"No.17, Siwei Rd./No.20, Siwei Rd.",13,1
996,500229032,YouBike2.0_黃城公園,20,8,新莊區,20231118113914,25.05238,121.44824,中信街74號旁,Xinzhuang Dist,YouBike2.0_Huangcheng Park,"No.74, Zhongxin St.",12,1
997,500229033,YouBike2.0_新泰公園,18,2,新莊區,20231118113914,25.0372,121.44495,建中街116巷/建中街116巷3弄,Xinzhuang Dist,YouBike2.0_Xintai Park,"Ln. 116, Jianzhong St./Aly. 3, Ln. 116, Jianzhong St.",16,1
998,500229034,YouBike2.0_光華東帝士,40,12,新莊區,20231118113914,25.0108,121.42784,民安西路370號至376號前,Xinzhuang Dist,YouBike2.0_Guanghua dongdishi,"No.370 to No.376, Min’an W. Rd.",28,1
999,500229035,YouBike2.0_建福公園,28,4,新莊區,20231118113914,25.02769,121.42669,建福路/建福路49巷,Xinzhuang Dist,YouBike2.0_Jianfu Park,"Jianfu Rd./Ln. 49, Jianfu Rd.",24,1
1000,500229036,YouBike2.0_立泰里(中環路二段),16,13,新莊區,20231118113914,25.04568,121.44213,新莊區中環路二段423號(對面橋下),Xinzhuang Dist,YouBike2.0_Litai Village(Zhonghuan Rd. Sec. 2),"No.423, Sec. 2, Zhonghuan Rd.(opposite)",3,1
1001,500229037,YouBike2.0_伊吉邦社區,36,6,新莊區,20231118113914,25.03019,121.4134,新莊區新北大道7段312號(人行道),Xinzhuang Dist,YouBike2.0_Yijibang,"No.312, Sec. 7, New Taipei Blvd., Xinzhuang Dist",30,1
1002,500229038,YouBike2.0_昌隆國小,18,11,新莊區,20231118113914,25.05213,121.45489,新莊區昌平街/昌平街31巷(對面昌隆國小人行道),Xinzhuang Dist,YouBike2.0_Changlong Elementary School,Changping Street / Changping Street 31 Lane (opposite the Changlong Primary School sidewalk),7,1
1003,500229039,YouBike2.0_輔仁大學附設醫院,34,12,新莊區,20231118113914,25.03927,121.431,三泰路66號(對面人行道),Xinzhuang Dist,YouBike2.0_Fu Jen Catholic University Hospital,"No.66, Santai Rd., Xinzhuang Dist.",12,1
1004,500229040,YouBike2.0_大眾廟,22,10,新莊區,20231118113914,25.0374,121.458,中正路82號(旁),Xinzhuang Dist,YouBike2.0_Dazhong Temple,"No.82, Zhongzheng Rd.,Xinzhuang Dist.",12,1
1005,500229041,YouBike2.0_遠東動力企業總部,21,11,新莊區,20231118113914,25.03113,121.42999,中正路651號(前),Xinzhuang Dist,YouBike2.0_Far East Power Corporate Headquarters,"No. 651, Zhongzheng Rd., Xinzhuang Dist.",10,1
1006,500229042,YouBike2.0_昌平公園,41,11,新莊區,20231118113914,25.05866,121.45811,中央路/福壽街口(東南側),Xinzhuang Dist,YouBike2.0_Changping Park,"Zhongyang Rd./Fushou St., Xinzhuang Dist.",30,1
1007,500229043,YouBike2.0_中正新雅巷口,43,14,新莊區,20231118113914,25.02594,121.41769,中正路881號(前人行道),Xinzhuang Dist,YouBike2.0_Zhongzheng & Xinya Intersection,"No. 881, Zhongzheng Rd.",29,1
1008,500229044,YouBike2.0_捷運丹鳳站(1號出口),30,12,新莊區,20231118113914,25.02903,121.4228,中正路/民安路口(東北側),Xinzhuang Dist,YouBike2.0_MRT Danfeng Sta. (Exit 1),Zhongzheng Rd./Min’an Rd,11,1
1009,500229045,YouBike2.0_龍鳳公園,45,17,新莊區,20231118113914,25.02145,121.4165,龍安路72號對面(公園人行道),Xinzhuang Dist,YouBike2.0_Longfeng Park,"No.72, Long’an Rd., Xinzhuang Dist.(oppsite)",28,1
1010,500229046,YouBike2.0_新莊勞工中心,21,5,新莊區,20231118113914,25.02033,121.43374,新樹路/新樹路293巷口(西北側),Xinzhuang Dist,YouBike2.0_Xinzhuang Labors Center,"Xinshu Rd. & Ln. 293, Xinshu Rd. Intersection(Northwest)",16,1
1011,500229047,YouBike2.0_民安東民全街口,20,0,新莊區,20231118113914,25.02077,121.42956,民安東路120號(前人行道),Xinzhuang Dist,YouBike2.0_Min’an E.& Minquan Intersection,"No.120Min’an E. Rd., Xinzhuang Dist.",20,1
1012,500229048,YouBike2.0_興化公園,44,3,新莊區,20231118113914,25.06523,121.46112,五工二路50巷2號(對面),Xinzhuang Dist,YouBike2.0_Xinhua Park,"No.2, Ln. 50, Wugong 2rd Rd.(Opposite)",41,1
1013,500229049,YouBike2.0_捷運迴龍站(3號出口),42,11,新莊區,20231118113914,25.02276,121.41305,中正路758號(捷運迴龍站3號出口外自行車停放區),Xinzhuang Dist,YouBike2.0_MRT Huilong Sta.(Exit 3),"No.758, Zhongzheng Rd.",29,1
1014,500229050,YouBike2.0_西盛廣場,34,3,新莊區,20231118113914,25.00089,121.43149,樹新路222號(對面),Xinzhuang Dist,YouBike2.0_XiSheng Square,"No.222, Shuxin Rd.(oppsite)",31,1
1015,500229051,YouBike2.0_新樹公園,19,11,新莊區,20231118113914,25.00338,121.43315,新樹路627號(對面),Xinzhuang Dist,YouBike2.0_Xinshu Park,"No.627, Xinshu Rd. (opposite)",8,1
1016,500229052,YouBike2.0_西盛館,15,3,新莊區,20231118113914,25.01191,121.43271,新樹路499號(旁),Xinzhuang Dist,YouBike2.0_Xi Sheng Guan,"No.499, Xinshu Rd.",12,1
1017,500229053,YouBike2.0_西盛公園,34,10,新莊區,20231118113914,25.01711,121.42805,西盛街197號(對面),Xinzhuang Dist,YouBike2.0_Xisheng Park,"No. 197, Xisheng St.(Opposite)",24,1
1018,500229054,YouBike2.0_臺北醫院,17,10,新莊區,20231118113914,25.04358,121.45978,思源路133號前,Xinzhuang Dist,YouBike2.0_Taipei Hospital,"No.133, Siyuan Rd.",7,1
1019,500229055,YouBike2.0_新泰國中,20,2,新莊區,20231118113914,25.04316,121.44414,新泰路/新泰路376巷口(西南側),Xinzhuang Dist,YouBike2.0_Xintai Junior High School,"Xintai Rd. & Ln. 376, Xintai Rd.",18,1
1020,500229056,YouBike2.0_福基公園,29,0,新莊區,20231118113914,25.05816,121.46086,福美街128巷12號(對面),Xinzhuang Dist,YouBike2.0_Fuji Park,"No.12, Ln. 128, Fumei St., Xinzhuang Dist.",29,1
1021,500229057,YouBike2.0_福美公園,33,9,新莊區,20231118113914,25.05503,121.46106,福美街/福美街62巷口(東北側),Xinzhuang Dist,YouBike2.0_Fumei Park,"Fumei St./Ln. 62, Fumei St., Xinzhuang Dist.",24,1
1022,500229058,YouBike2.0_頭前運動公園,32,4,新莊區,20231118113914,25.05165,121.46211,頭成街/思源路370巷口(東北側),Xinzhuang Dist,YouBike2.0_Touqian Sports Park,"No.165, Toucheng St. (opposite)",28,1
1023,500229059,YouBike2.0_頭前國小,22,4,新莊區,20231118113914,25.05257,121.46506,頭前路99號(對面),Xinzhuang Dist,YouBike2.0_Touqian Elementary School,"No.93, Touqian Rd., Xinzhuang Dist.(opposite)",18,1
1024,500229060,YouBike2.0_新泰路255巷口,15,4,新莊區,20231118113914,25.03936,121.4427,中環路二段220號(旁),Xinzhuang Dist,"YouBike2.0_Ln. 255, Xintai Rd.","No. 220, Zhonghuan Rd. (Side)",11,1
1025,500229061,YouBike2.0_新泰游泳池,23,9,新莊區,20231118113914,25.04616,121.44228,中環路二段/新泰路502巷口(西南側),Xinzhuang Dist,YouBike2.0_Xintai Swimming Pool,"No.478, Xintai Rd., Xinzhuang Dist.",14,1
1026,500229062,YouBike2.0_瓊林南路101巷口,12,4,新莊區,20231118113914,25.01258,121.43430,瓊林南路133號(旁),Xinzhuang Dist,"YouBike2.0_Lane 101, Qionglin South Rd Intersection","No. 133, Qionglin S. Rd.",8,1
1027,500229063,YouBike2.0_塭仔底濕地公園,15,10,新莊區,20231118113914,25.05635,121.45438,昌平街200號(對面),Xinzhuang Dist,YouBike2.0_wenzidi Wetland Park,"No. 200, Changping St. (Opposite)",5,1
1028,500229064,YouBike2.0_思賢國小,55,27,新莊區,20231118113914,25.04629,121.4577,福樂街60號(對面),Xinzhuang Dist,YouBike2.0_Sixian Elementary School,"No. 60, Fule St.(Opposite)",28,1
1029,500229065,YouBike2.0_宏匯思源廣場,17,8,新莊區,20231118113914,25.05745,121.45905,富貴路/思源路(西北側),Xinzhuang Dist,YouBike2.0_Honghui Siyuan Squar,Fugui Rd. & Siyuan Rd. (Northeast),9,1
1030,500229066,YouBike2.0_新北大道昌平街口(臨時站),16,9,新莊區,20231118113914,25.06035,121.45474,新北大道三段67號,Xinzhuang Dist,YouBike2.0_New Taipei Blvd. & Changping St. Intersection(Test Station),"No. 67, New Taipei Blvd. (front)",7,1
1031,500229067,YouBike2.0_丹鳳派出所,14,0,新莊區,20231118113914,25.02769,121.41466,雙鳳路77巷2-8號(旁),Xinzhuang Dist,YouBike2.0_Danfeng Police Substation,"Ln. 77, Shuangfeng Rd.(Danfeng Police Station)",14,1
1032,500229068,YouBike2.0_榮富國小,16,5,新莊區,20231118113914,25.05172,121.44659,中和街155巷24弄85號(對面),Xinzhuang Dist,YouBike2.0_Rongfu Elementary School,"No. 85, Aly. 24, Ln. 155, Zhonghe St.(Opposite)",11,1
1033,500229071,YouBike2.0_國家電影及視聽文化中心,20,4,新莊區,20231118113914,25.05605,121.44769,中信街/榮華路二段口(西北側),Xinzhuang Dist,YouBike2.0_Taiwan Film and Audiovisual Institute,"Zhongxin St. & Sec. 2, Ronghua Rd. Intersection(Northwest)",16,1
1034,500229072,YouBike2.0_昌平國小,18,14,新莊區,20231118113914,25.05658,121.45685,昌學街/榮華路一段口(西北側),Xinzhuang Dist,YouBike2.0_Changping Elementary School,"Changxue St. & Sec. 2, Ronghua Rd. Intersection(Northwest)",4,1
1035,500229073,YouBike2.0_幸福中環路口,12,3,新莊區,20231118113914,25.04903,121.44289,幸福路/中環路三段口(東北側),Xinzhuang Dist,YouBike2.0_Xingfu Zhonghuan Rd. Intersection,"Xingfu Rd. & Sec. 3, Zhonghuan Rd. Intersection(Northeast)",9,1
1036,500229074,YouBike2.0_雙鳳公園,11,4,新莊區,20231118113914,25.02644,121.41398,雙鳳路77巷2-8號(旁),Xinzhuang Dist,YouBike2.0_Shuangfeng Park,"No. 2-8, Ln. 77, Shuangfeng Rd.",7,1
1037,500229075,YouBike2.0_新莊國民運動中心(和興街),12,11,新莊區,20231118113914,25.03891,121.44759,新莊區和興街3號對側,Xinzhuang Dist,YouBike2.0_New Taipei City Xinzhuang Civil Sports Center (Hexing St.),"No. 3, Hexing St.(Opposite)",1,1
1038,500229076,YouBike2.0_建中街90巷口,12,4,新莊區,20231118113914,25.03659,121.4469,建中街92號對側,Xinzhuang Dist,"YouBike2.0_Ln. 90, Jianzhong St.","No. 92, Jianzhong St.(Opposite)",8,1
1039,500229077,YouBike2.0_中正路347巷口,13,4,新莊區,20231118113914,25.03403,121.44718,中正路347巷27號前,Xinzhuang Dist,"YouBike2.0_Ln. 347, Zhongzheng Rd.","No. 27, Ln. 347, Zhongzheng Rd.",9,1
1040,500229078,YouBike2.0_覺明寺(豐年街53巷),11,0,新莊區,20231118113914,25.03172,121.44721,豐年街53巷28-1號對側,Xinzhuang Dist,"YouBike2.0_Jue Ming Temple(Ln. 53, Fengnian St.)","No. 28-1, Ln. 53, Fengnian St.(Opposite)",11,1
1041,500229079,YouBike2.0_中正雙鳳路口,16,0,新莊區,20231118113914,25.0272,121.41803,中正路700-28號,Xinzhuang Dist,YouBike2.0_Zhongzheng Shuangfeng Rd. Intersection,"No. 700-28, Zhongzheng Rd.",16,1
1042,500229080,YouBike2.0_龍安成德街口,12,6,新莊區,20231118113914,25.01910,121.42267,龍安路450號,Xinzhuang Dist,YouBike2.0_Long'an Chenggong St. Intersection,"No. 450, Long'an Rd.",6,1
1043,500229081,YouBike2.0_民安西路252巷,15,3,新莊區,20231118113914,25.01372,121.42485,民安西路252巷37號南側,Xinzhuang Dist,"YouBike2.0_Ln. 252, Min'an W. Rd.","No. 37, Ln. 252, Min'an W. Rd.(South)",12,1
1044,500229082,YouBike2.0_思賢國小(自由街),21,0,新莊區,20231118113914,25.04551,121.45587,自由街/自立街(東北側),Xinzhuang Dist,YouBike2.0_Sixian Elementary School(Ziyou St.),Ziyou St. & Zili St.(Northeast),21,1
1045,500229083,YouBike2.0_中興中正路口(泰坤建設),50,22,新莊區,20231118113914,25.03564,121.44933,中興街2號對面(西側),Xinzhuang Dist,YouBike2.0_Zhongxing & Zhongzheng Rd. Intersection,"No. 2, Zhongxing St.(West)",28,1
1046,500229084,YouBike2.0_福德二街35號,15,5,新莊區,20231118113914,25.05719,121.4623,福德二街35號,Xinzhuang Dist,"YouBike2.0_No. 35, Fude 2nd St.","No. 35, Fude 2nd St.",10,1
1047,500229085,YouBike2.0_塭仔底濕地公園(中華路),15,9,新莊區,20231118113914,25.05645,121.45222,昌和街61號(對面),Xinzhuang Dist,YouBike2.0_Wenzidi Wetland Park(Zhonghua Rd.),"No. 61, Changhe St.(Opposite)",6,1
1048,500229086,YouBike2.0_頭前國小(化成路),12,5,新莊區,20231118113914,25.0535,121.46624,化成路540號(對面),Xinzhuang Dist,YouBike2.0_Touqian Elementary School(Huacheng Rd.),"No. 540, Huacheng Rd.(Opposite)",7,1
1049,500229087,YouBike2.0_中誠立體停車場,10,2,新莊區,20231118113914,25.04757,121.45137,中誠街53巷1號(旁),Xinzhuang Dist,YouBike2.0_Zhongchneg Parking Lot,"No. 1, Ln. 53, Zhongcheng St.",8,1
1050,500229088,YouBike2.0_丹鳳國小,15,5,新莊區,20231118113914,25.02460,121.41336,新北大道七段792號,Xinzhuang Dist,YouBike2.0_Danfeng Elementary School,"No. 792, Sec. 7, New Taipei Blvd.",10,1
1051,500229089,YouBike2.0_中正路883巷口,14,6,新莊區,20231118113914,25.02491,121.41682,中正路708號前,Xinzhuang Dist,"YouBike2.0_Ln. 883, Zhongzheng Rd. Intersection","No. 708, Zhongzheng Rd.",6,1
1052,500229090,YouBike2.0_思賢公園(北側),18,17,新莊區,20231118113914,25.04792,121.45672,福樂街73號,Xinzhuang Dist,YouBike2.0_Sixian Park(North),"No. 73, Fule St.",1,1
1053,500229091,YouBike2.0_福壽昌智路口,30,12,新莊區,20231118113914,25.05614,121.45804,福壽街/昌智路東南側,Xinzhuang Dist,YouBike2.0_Fushou Changzhi Rd. Intersection,"No. 2, Sec. 1, Ronghua Rd.(East)",18,1
1054,500229092,YouBike2.0_台電台北西區營業處,13,1,新莊區,20231118113914,25.04765,121.46560,化成路135號旁,Xinzhuang Dist,"YouBike2.0_Taipei West Branch, TPC","No. 135, Huacheng Rd.",12,1
1055,500229093,YouBike2.0_福祿1號公園,15,8,新莊區,20231118113914,25.06386,121.4638,福慧路2號(對面),Xinzhuang Dist,YouBike2.0_Fulu 1st Park,"No. 2, Fuhui Rd.(Opposite)",7,1
1056,500229094,YouBike2.0_台北醫院(民樂街),11,4,新莊區,20231118113914,25.04267,121.45788,長青街6號東側,Xinzhuang Dist,YouBike2.0_Taipei Hospital(Minle St.),"No. 6, Changqing St.(East)",7,1
1057,500229095,YouBike2.0_捷運輔大站(1號出口),25,5,新莊區,20231118113914,25.03285,121.43548,中正路510-1號,Xinzhuang Dist,YouBike2.0_MRT Fu Jen University Sta.(Exit 1),"No. 510-1, Zhongzheng Rd.",20,1
1058,500229096,YouBike2.0_捷運迴龍站(2號出口),11,4,新莊區,20231118113914,25.02110,121.41100,中正路913號(旁),Xinzhuang Dist,YouBike2.0_MRT Huilong Sta.(Exit 2),"No. 913, Zhongzheng Rd., Xinzhuang Dist.(side)",7,1
1059,500229097,YouBike2.0_國泰國小,14,5,新莊區,20231118113914,25.03398,121.44186,中正路386號,Xinzhuang Dist,YouBike2.0_Guotai Elementary School,"No. 386, Zhongzheng Rd., Xinzhuang Dist.",9,1
1060,500229098,YouBike2.0_潭底溝休憩廣場,10,5,新莊區,20231118113914,25.02191,121.42636,民安西路2號旁廣場,Xinzhuang Dist,YouBike2.0_Tandigou Recreation Square,"No. 2, Min'an W. Rd., Xinzhuang Dist.(square side)",4,1
1061,500229099,YouBike2.0_廣停一機車停車場,15,5,新莊區,20231118113914,25.06209,121.45766,福慧路/新知六路口,Xinzhuang Dist,YouBike2.0_Guangting 1st. Parking Lot,Fuhui Rd. & Xinzhi 6th Rd. Intersection,10,1
1062,500229100,YouBike2.0_中港平面停車場,21,2,新莊區,20231118113914,25.04485,121.45271,中港路302號前,Xinzhuang Dist,YouBike2.0_Zhonggang Parking Lot,"No. 302, Zhonggang Rd.",19,1
1063,500229101,YouBike2.0_建國一路平面停車場,18,4,新莊區,20231118113914,25.02394,121.43491,建國二路1號對側停車場(日月亭停車場),Xinzhuang Dist,YouBike2.0_Jianguo 1st Rd. Parking Lot,"No. 1, Jianguo 2nd Rd.(Opposite)",14,1
1064,500229102,YouBike2.0_八德立體停車場,14,7,新莊區,20231118113914,25.02271,121.42532,八德街12巷口,Xinzhuang Dist,YouBike2.0_Bade Parking Lot,"Ln. 12, Bade St. Intersection",7,1
1065,500229103,YouBike2.0_中央昌仁路口,14,4,新莊區,20231118113914,25.05895,121.45355,中央路/昌仁路(北側),Xinzhuang Dist,YouBike2.0_Zhongyang & Changren Intersection,Zhongyang Rd. & Changren Rd.(North),9,1
1066,500229104,YouBike2.0_五工路68巷口,15,7,新莊區,20231118113914,25.06339,121.45805,五工路66號前,Xinzhuang Dist,"YouBike2.0_Ln. 68, Wugong Rd.","No.66, Wugong Rd. (front)",7,1
1067,500229105,YouBike2.0_遠東動力企業總部(福營路),30,0,新莊區,20231118113914,25.03033,121.43045,中正路651-8號(前),Xinzhuang Dist,YouBike2.0_Far East Power Corporate Headquarters (Fuying Rd.),"No. 651-8, Zhongzheng Rd. (front)",30,1
1068,500229106,YouBike2.0_復興化成路口,15,7,新莊區,20231118113914,25.04457,121.46453,復興路三段115號(對側),Xinzhuang Dist,YouBike2.0_Fuxing Rd. & Huacheng Rd. Intersection,"No. 115, Sec. 3, Fuxing Rd. (Opposite)",8,1
